Best CV F1-score,Threshold,Accuracy,Precision,Recall,F1-score,ROC-AUC
0.9295824830647085,0.44666666666666666,0.9230769230769231,0.9333333333333333,0.9655172413793104,0.9491525423728814,0.9793103448275862
